590/2018; 21/05/2018; 25/05/2018; Vereador;»»ADERBAL ANTONIO P. DA SILVA;Aprovada;INDICANDO-LHE:Solicito,; a; pedido dos moradores que utilizam, a reforma e melhoramento da parada de ônibus público - nº 317, localizadona Rua Egídio Menta, esquina com a Mascarenhas de Moraes no bairro Parque das Palmeiras, tendo em vista a situaçãoprecária que se encontra o mesmo.
591/2018; 22/05/2018; 23/05/2018; Vereador;»»ROBERTO CARLOS N. DOS SANTOS;Aprovada;INDICANDO-LHE:Que; a; Administração Municipal, através da Secretaria responsável, realize manutenção com patrolamento e cascalhamentona estrada Municipal de acesso à Comunidade de Rio dos Índios.A ação é necessária devido os vários buracos e a mesma estar em péssimas condições de locomoção, sendo a via utilizadadiariamente pelos moradores. Solicito o apoio dos Nobres Vereadores para aprovação da presente indicação.
592/2018; 21/05/2018; 24/05/2018; Vereador;»»DERLI MAIER;Aprovada;INDICANDO-LHE:Os; moradores; do Espelho das águas localizado no BR 282, solicitam reparos no calçamento até o Frigorífico Carraro, poiseste se encontra com vários buracos e possuindo um grande fluxo de pessoas e veículos e, em dias de chuva há o acumulode água e sem um escoamento, acaba tornando difícil o acesso.
593/2018; 21/05/2018; 24/05/2018; Vereador;»»DERLI MAIER;Aprovada;INDICANDO-LHE:Que; encaminhe; ao setor responsável, para que dentro das possibilidades, mostrando a necessidade de proceder comurgência a reinstalação de câmeras de monitoramento que foram danificadas na rua Martinho Lutero esquina com Rua:João Costa do Nascimento no Bairro Jardim América. Portanto, a instalação da referida câmera é uma medida necessária eurgente, que facilitará para os órgãos de segurança pública o monitoramento do local e eventualmente investigar delitosque porventura venha a ocorrer, trazendo assim, mais segurança para a população que reside no local.
594/2018; 22/05/2018; 25/05/2018; Vereador;»»CLEITON MARCIO FOSSÁ;Aprovada;INDICANDO-LHE:Que; sejam; realizadas todas as providências necessárias para que tornar efetiva a segurança e sossego dos moradoreslocalizados nas Ruas Barão do Rio Branco com Rui Barbosa, desde a conhecida Madeireira Tozzo até o mercadoSupermercado Celeiro Center.Segundo relatos dos moradores, nas sextas-feiras e sábados, período noturno, pelo menos até as quatro da madrugada háum aglomerado de pessoas nas supracitadas Ruas, as quais bebem e realizam competição de música alta, perturbando osossego dos moradores.Pelo exposto, solicito o apoio dos nobres Vereadores para aprovação da presente indicação, conforme supracitado.
14/01/2020 as 15:21:33 Página 270/547Câmara Municipal de ChapecóProposição por Período (entre 01/01/2017 e 31/12/2019)Tipo: IndicaçãoNúmero Reunião Deliberação Origem Situação595/2018; 22/05/2018; 25/05/2018; Vereador;»»CLEITON MARCIO FOSSÁ;Aprovada;INDICANDO-LHE:Que; sejam; realizadas todas as providências necessárias para tapar os esgotos à céu aberto que encontram-se localizados narua 14 de Agosto, esquina com a Rua Tamoios, Bairro Esplanada.Tal diligência torna-se necessária devido ao fato de que os esgotos a céu aberto potencializam a contaminação do meioambiente, doenças, criação de insetos e animais peçonhentos, sendo que as pessoas e veículos podem esbarrar ali. Além domais, em períodos de chuva, os moradores relatam que o cheiro é praticamente insuportável.Pelo exposto, solicito o apoio dos nobres Vereadores para aprovação da presente indicação, conforme supracitado.
596/2018; 22/05/2018; 25/05/2018; Vereador;»»CLEITON MARCIO FOSSÁ;Aprovada;INDICANDO-LHE:Que; sejam; realizadas todas as manutenções necessárias nos transportes coletivos que realizam as seguintes linhas: SantaMaria, Esplanada e Hospital Regional.Tal diligência torna-se necessária devido às situações precárias que os ônibus encontram-se: com bancos arrancados,portas enferrujadas e o alerta sonoro de parada com defeito.Pelo exposto, solicito o apoio dos nobres Vereadores para aprovação da presente indicação, conforme supracitado.
597/2018; 22/05/2018; 25/05/2018; Vereador;»»CLEITON MARCIO FOSSÁ;Aprovada;INDICANDO-LHE:Que; sejam; realizadas melhorias na Rua Tamoios, Bairro Esplanada, ao que diz respeito a sua acessibilidade.A rua supramencionada é corredor de ônibus coletivos e caminho das crianças quando saem da escola. mas é estreita,sendo que quando há veículos estacionados nas duas laterais, a passagem torna-se limitada somente para esses dois. Nomais, os ônibus apresentam muitas dificuldades em transitar por ali. Não se verifica calçadas para que as crianças e idosos(centro comunitário do idoso e igreja encontram-se no mesmo acesso), possam andar com segurança, sem mencionar oscadeirantes.Pelo exposto, solicito o apoio dos nobres Vereadores para aprovação da presente indicação, conforme supracitado.
598/2018; 22/05/2018; 25/05/2018; Vereador;»»CLEITON MARCIO FOSSÁ;Aprovada;INDICANDO-LHE:Que; sejam; disponibilizadas mais linhas de transporte coletivo para o Interior, mais especificamente para a LinhaCaravagio, no horário compreendido entre as 14h:00min às 18h:00min.Segundos informações, na linha Caravagio os horários de ônibus iniciam de manhã e terminam próxima a uma hora datarde, voltando somente às dezoito horas.Ou seja, entre as 13h:00min até as 18h:00min não há transporte coletivo, fato esse que prejudica os moradores queprecisam trabalhar após as duas horas da tarde.Pelo exposto, solicito o apoio dos nobres Vereadores para aprovação da presente indicação, conforme supracitado.
599/2018; 22/05/2018; 25/05/2018; Vereador;»»CLEITON MARCIO FOSSÁ;Aprovada;INDICANDO-LHE:A; troca; de lâmpadas queimadas localizadas na Rua Santo Antônio, especificadamente em frente à casa de número 30,complemento E.Tal diligência deve-se ser levada em consideração pois há bastante tempo em que a encontra-se com as lâmpadasqueimadas, tornando-se um local de perigo para os que ali trafegam durante a noite.Pelo exposto, solicito o apoio dos nobres Vereadores para aprovação da presente indicação, conforme supracitado.
14/01/2020 as 15:21:33 Página 271/547Câmara Municipal de ChapecóProposição por Período (entre 01/01/2017 e 31/12/2019)Tipo: IndicaçãoNúmero Reunião Deliberação Origem Situação600/2018; 23/05/2018; 25/05/2018; Vereador;»»ITAMAR ANTONIO AGNOLETTO;Aprovada;INDICANDO-LHE:Que; através; da secretaria competente, seja realizado vistoria na Avenida Nereu Ramos, pois há algumas situações quecausam transtorno e perigo para a população como falta de sinalização, pintura de lombada física e pintura de faixas depedestre. Importante frisar que é uma avenida movimentada e necessita dessa atenção com urgência.
601/2018; 24/05/2018; 25/05/2018; Vereador;»»JOÃO MARIA MARQUES ROSA;Aprovada;INDICANDO–LHE:Que; administração; municipal encaminhe ao setor responsável a instalação de braços e trocas de lâmpadas na Rua AquilesTomazelli, Bairro Santa Maria em frente a Unidade de Saúde acesso ao Hospital Regional. Pois na referida rua encontra-sesem iluminação, sendo assim solicitamos uma providência.
602/2018; 25/05/2018; 04/06/2018; Vereador;»»CLEBER CECCON;Aprovada;INDICANDO-LHE:Que; seja; realizada com urgência a limpeza com roçada do matagal, em terreno baldio localizado na Rua Curitiba, esquinacom a Rua Voluntários da Pátria, em frente a residência nº 1531D, no Bairro Universitário. Esta ação se faz necessáriapois o local encontra-se tomado pelo mato, impedindo as pessoas de passar com segurança no local. Este é um pedido dosmoradores do bairro. Fotos anexas.
603/2018; 30/05/2018; 05/06/2018; Vereador;»»CLEITON MARCIO FOSSÁ;Aprovada;INDICANDO-LHE:Que; sejam; realizadas todas as manutenções necessárias para a melhoria das estradas da Linha Água Amarela.Tal diligência torna-se necessária tendo em vista que as condições da supracitada estrada prejudicam o tráfego de veículos,inclusive, dos ônibus de transporte escolar, que muitas vezes não consegue se deslocar para levar os menores até asescolas.Pelo exposto, solicito o apoio dos nobres Vereadores para aprovação da presente indicação, conforme supracitado.
604/2018; 30/05/2018; 05/06/2018; Vereador;»»CLEITON MARCIO FOSSÁ;Aprovada;O; Signatário; da presente, Vereador Membro da Mesa desta Câmara Municipal, amparado pelo Art. 5°, combinado com oart. 23 da Lei Orgânica do Município, no exercício do poder de Legislar e Indicar, e em cooperação com a AdministraçãoMunicipal, solicita a Vossa Excelência submeta a este Plenário a presente Indicação, e, se aprovada, se envie ofício aoSenhor LUCIANO JOSÉ BULIGON, Prefeito Municipal de Chapecó.INDICANDO-LHE:Que seja colocada uma lixeira na Rua Montevidéu (também conhecida como a Rua do HRO), Bairro Esplanada.Tal diligência torna-se necessária pois há 60 (sessenta) dias foi retirada a lixeira que antes havia, e não foi reposta. O lixoestá sendo depositado numa esquina. há diversos resíduos espalhados para todos os lados, contribuindo com a poluição domeio ambiente.Pelo exposto, solicito o apoio dos nobres Vereadores para aprovação da presente indicação, conforme supracitado.
606/2018; 30/05/2018; 05/06/2018; Vereador;»»CLEITON MARCIO FOSSÁ;Aprovada;14/01/2020; as; 15:21:33 Página 272/547Câmara Municipal de ChapecóProposição por Período (entre 01/01/2017 e 31/12/2019)Tipo: IndicaçãoNúmero Reunião Deliberação Origem SituaçãoINDICANDO-LHE:Que no final das Ruas Beira Rio e Quilombo, no Loteamento Nova Aurora, Bairro Efapi, seja realizada limpeza de ruas,bueiros e o recolhimento do lixo.Tal diligência torna-se necessária pois os moradores sofrem com as condições precárias que as supracitadas ruas seencontram devido aos diversos resíduos espalhados pelo local. Friso que os moradores já realizaram o abaixo-assinadosolicitando tal feito.Pelo exposto, solicito o apoio dos nobres Vereadores para aprovação da presente indicação, conforme supracitado.
607/2018; 30/05/2018; 05/06/2018; Vereador;»»CLEITON MARCIO FOSSÁ;Aprovada;INDICANDO-LHE:Que; a; Prefeitura providencie um cronograma de limpeza na região que cerca o Estádio e o Centro de Eventos, bem como aEscola Pedro Maciel.Tal diligência torna-se necessária devido aos diversos questionamentos sobre a limpeza na região em volta do Estádio,tendo em vista que na ocorrência de jogos, o terreno ao seu redor fica rodeado de sujeira. A mesma situação se repete apóseventos no Centro de Cultura e Eventos Plínio Arlindo de Nes. Além do mais, a escola Pedro Maciel também acaba sendoprejudicada, por se localizar em frente a esses locais.Pelo exposto, solicito o apoio dos nobres Vereadores para aprovação da presente indicação, conforme supracitado.
608/2018; 30/05/2018; 05/06/2018; Vereador;»»CLEITON MARCIO FOSSÁ;Aprovada;INDICANDO-LHE:Que; a; Prefeitura providencie contêineres de lixo orgânico e reciclado, a serem disponibilizados na Linha Barra do Rio dosÍndios.Tal diligência torna-se necessária tendo em vista que boa parte dos moradores da supracitada região praticam acompostagem de resíduos orgânicos, mas, habitualmente, aquilo que precisa ser transportado até alguma das lixeiras delixos orgânicos ou reciclados se encontram apenas nos bairros próximos ao centro, tornando-se um obstáculo para o meioambiente ecologicamente equilibrado.Pelo exposto, solicito o apoio dos nobres Vereadores para aprovação da presente indicação, conforme supracitado.
609/2018; 30/05/2018; 05/06/2018; Vereador;»»CLEITON MARCIO FOSSÁ;Aprovada;INDICANDO-LHE:Que; a; Prefeitura providencie todos os melhoramentos necessários no contorno viário nos pontos de acesso aos Bairros VilaMantelli, Vitório Rosa e Parque das Palmeiras.Tal diligência torna-se necessária visto que a pavimentação asfáltica está precária, sem passeio, apresentando, assim,perigos para as pessoas que precisam trafegar por ali a pé. Além do mais, encontram-se buracos na pista, sendo que nem aomenos tem sinalização, ensejando, desse modo, a ocorrência de acidentes.Pelo exposto, solicito o apoio dos nobres Vereadores para aprovação da presente indicação, conforme supracitado.
610/2018; 30/05/2018; 05/06/2018; Vereador;»»CLEITON MARCIO FOSSÁ;Aprovada;INDICANDO-LHE:Que; as; empresas responsáveis pelo transporte público sejam notificadas para que haja mais horário de ônibus para aUniversidade Federal da Fronteira Sul.Tal diligência torna-se necessária tendo em vista que, diariamente, os estudantes da supracitada universidade chegamatrasados nas aulas por não conseguiram entrar no ônibus devido a superlotação de passageiros.Pelo exposto, solicito o apoio dos nobres Vereadores para aprovação da presente indicação, conforme supracitado.
611/2018; 30/05/2018; 05/06/2018; Vereador;»»CLEITON MARCIO FOSSÁ;Aprovada;14/01/2020; as; 15:21:33 Página 273/547Câmara Municipal de ChapecóProposição por Período (entre 01/01/2017 e 31/12/2019)Tipo: IndicaçãoNúmero Reunião Deliberação Origem SituaçãoINDICANDO-LHE:O conserto e melhoramentos das estradas pertencentes à Linha Rodeio do Herval.Tal diligência torna-se necessária tendo em vista que as estradas da supracitada região encontram-se em condiçõesprecárias, estando repleta de buracos, fato esse que dificulta o tráfego de veículos, sendo que em períodos de chuvaocorrem as formações de poças de água. Além do fato da areia dificultar a passagem, tanto em dias de sol, quanto emperíodos de chuva, por conta da lama.Pelo exposto, solicito o apoio dos nobres Vereadores para aprovação da presente indicação, conforme supracitado.
613/2018; 30/05/2018; 05/06/2018; Vereador;»»CLEITON MARCIO FOSSÁ;Aprovada;INDICANDO-LHE:A; instalação; das placas de parada obrigatória de trânsito, bem como a sinalização por pintura no chão, no cruzamento dasruas Coimbra e Rio de Janeiro, Bairro Presidente Médici.Tal diligência torna-se necessária tendo em vista que a falta de placas de pare e faixa de pintura no chão para indicar apreferência da via ensejam na ocorrência de acidentes de trânsito, colocando em risco os munícipes e passageiros.Pelo exposto, solicito o apoio dos nobres Vereadores para aprovação da presente indicação, conforme supracitado.
614/2018; 30/05/2018; 05/06/2018; Vereador;»»JOSE CELIO PORTELA;Aprovada;O(s); Signatário(s); da presente, Vereador(es) com assento Neste Legislativo, amparados no Art. 5º, combinado com oartigo 23 da Lei Orgânica do Município, no exercício do poder de Legislar e Indicar, cooperando com essa Administração,solicita(m) a Vossa Excelência Submeta está ao Plenário, e se aprovada, se envie ofício ao Sr. IVALDO PIZINATTO –Secretário Municipal de Chapecó e ao Senhor HELIO TAKESHI MIZUBUTI, representante da concessionária Caiuáassessoria consultoria e planejamento LTDA.INDICANDO-LHE:Que seja realizada a repintura das vagas e dos números das vagas de estacionamento na Av. Sete de Setembro, no trechoentre a Av. Getúlio Vargas e Av. Nereu Ramos, esta melhoria é necessária para a correta identificação do estacionamento eda respectiva vaga.
615/2018; 04/06/2018; 05/06/2018; Vereador;»»CLEITON MARCIO FOSSÁ;Aprovada;e; à; Senhora LUCIANE APARECIDA FILIPINI STOBE, Secretária da Secretaria de Defesa do Cidadão e Mobilidade,INDICANDO-LHE:A pintura de uma faixa de pedestre na Avenida Leopoldo Sander, próximo à Apti Alimentos.Tal diligência torna-se necessária tendo em vista que diversos moradores relatam a demora demasiada dos pedestres nabeira da estrada aguardando oportunidade de travessia, que é perigosa.Pelo exposto, solicito o apoio dos nobres Vereadores para aprovação da presente indicação, conforme supracitado.
617/2018; 04/06/2018; 05/06/2018; Vereador;»»CLEITON MARCIO FOSSÁ;Aprovada;INDICANDO-LHE:A; manutenção; da Rua Antônio Silveira, localizada no loteamento Expoente, Bairro Progresso.Tal diligência torna-se necessária tendo em vista a grande quantidade de buracos. Moradores afirmam que a rua está empéssima condição.Pelo exposto, solicito o apoio dos nobres Vereadores para aprovação da presente indicação, conforme supracitado.
618/2018; 04/06/2018; 05/06/2018; Vereador;»»CLEITON MARCIO FOSSÁ;Aprovada;14/01/2020; as; 15:21:33 Página 274/547Câmara Municipal de ChapecóProposição por Período (entre 01/01/2017 e 31/12/2019)Tipo: IndicaçãoNúmero Reunião Deliberação Origem SituaçãoINDICANDO-LHE:A manutenção da Rua São Bento, localizada no Loteamento Aline, Bairro Seminário.Tal diligência torna-se necessária tendo em vista a grande quantidade de pedras soltas e buracos. Moradores afirmam quejá solicitaram a manutenção várias vezes mas que até o momento não foram atendidos.Pelo exposto, solicito o apoio dos Nobres Vereadores para aprovação da presente indicação, conforme supracitado.
619/2018; 04/06/2018; 05/06/2018; Vereador;»»CLEITON MARCIO FOSSÁ;Aprovada;ao; Senhor; LUIZ PAULO CARARO - Superintendente da Superintendência Regional do Bairro Efapi,INDICANDO-LHE:A manutenção da Rua Pardais, localizada no Loteamento Jardim do Lago, Bairro Efapi.Tal diligência torna-se necessária tendo em vista a grande quantidade de buracos no asfalto há bastante tempo.Pelo exposto, solicito o apoio dos nobres Vereadores para aprovação da presente indicação, conforme supracitado.
620/2018; 04/06/2018; 07/06/2018; Vereador;»»CLAIMAR CESAR DE CONTO;Aprovada;INDICANDO-LHEQue; encaminhe; ao setor competente, para que seja tapado os buracos da Rua Borges de Medeiros, próximo ao nº 840 noBairro Presidente Medici, segundo moradores, a Casan fez manutenção na rede de água e os buracos não foram asfaltados,causando transtorno aos motoristas e criando o risco de acidentes no local, sendo assim, peço apoio dos NobresVereadores para aprovação da presente indicação.
621/2018; 04/06/2018; 07/06/2018; Vereador;»»CLAIMAR CESAR DE CONTO;Aprovada;INDICANDO-LHEPara; que; sejam instaladas placas com os nomes das ruas e avenidas em Chapecó, As placas de sinalização/identificaçãosão de suma importância para a localização de pedestres e motoristas e também para os serviços, principalmente, daPolicia Militar, Bombeiros, Samu, correios e entrega de mercadorias do comércio, sendo assim, peço apoio dos NobresVereadores para aprovação da presente indicação.
622/2018; 04/06/2018; 05/06/2018; Vereador;»»NEURI LUIZ MANTELLI;Aprovada;INDICANDO-LHE:Que; a; Administração Municipal, através da Secretaria responsável, realize tapa buracos na Rua São Pedro, em frente aoMercado Popiolski, recuperando o asfalto danificado por manutenção da Casan. Foi realizada manutenção na tubulação eque aguarda o cronograma de reparos da Secretaria de Infraestrutura, porém, com as chuvas deste final de semana a britaque havia acabou se espalhando deixando aberto buraco causando risco de acidentes já que, com a chuva, o buraco ficacoberto de água levando a erro os mais desavisados, podendo causar acidentes, sem falar do risco aos motociclistas, porisso desta solicitação para tapa buracos urgente.
623/2018; 04/06/2018; 05/06/2018; Vereador;»»NEURI LUIZ MANTELLI;Aprovada;INDICANDO-LHE:Que; a; Administração Municipal, através da Secretaria responsável, realize tapa buracos na Rua São Mascarenhas deMoraes, ao lado do Supermercado Brasão Jardim América, recuperando o asfalto danificado por manutenção da Casan.Foi realizada manutenção na tubulação e que aguarda o cronograma de reparos da Secretaria de Infraestrutura, porém, comas chuvas deste final de semana a brita que havia acabou se espalhando deixando aberto buraco causando risco deacidentes já que, com a chuva, o buraco fica coberto de água levando a erro os mais desavisados, podendo causaracidentes, sem falar do risco aos motociclistas, por isso desta solicitação para tapa buracos urgente.
624/2018; 05/06/2018; 07/06/2018; Vereador;»»NEURI LUIZ MANTELLI;Aprovada;14/01/2020; as; 15:21:33 Página 275/547Câmara Municipal de ChapecóProposição por Período (entre 01/01/2017 e 31/12/2019)Tipo: IndicaçãoNúmero Reunião Deliberação Origem SituaçãoINDICANDO-LHE:Que a Administração Municipal, através da Secretaria responsável, verifique a possibilidade de instalar redutor develocidade ou lombada física na Rua Ermelindo Carlos Breda, Bairro Vila Real, nas proximidades da Escola e da pracinhado bairro. Nesta rua, segundo moradores, ha movimento constante de veículos com velocidade considerável, o que,juntamente com a circulação de pedestres e alunos, gera o risco de atropelamentos e acidentes, motivo pelo qual trago estasolicitação.
625/2018; 05/06/2018; 07/06/2018; Vereador;»»NEURI LUIZ MANTELLI;Aprovada;INDICANDO-LHE:Que; a; Administração Municipal, através da Secretaria responsável, faça manutenção na Rua Ernesto Braun, BairroEngenho Braun, com tapa buracos para recuperar o asfalto. Nesta rua, segundo moradores, são diversos buracos causadosno asfalto causando dificuldades para circulação, como também risco de acidentes, principalmente aos motociclistas emdias de chuva quando os buracos ficam cheios de água e não é possível visualizar, motivo pelo qual trago esta solicitaçãopara manutenção daquela via.
626/2018; 05/06/2018; 07/06/2018; Vereador;»»NEURI LUIZ MANTELLI;Aprovada;INDICANDO-LHE:Que; a; Administração Municipal, através da Secretaria responsável, faça manutenção na Rua Frei Bruno, Bairro Parque dasPalmeiras, com tapa buracos para recuperar o asfalto ao longo de toda a via. Nesta rua, segundo moradores, são diversosburacos no asfalto causando dificuldades para circulação, como também risco de acidentes, principalmente aosmotociclistas em dias de chuva quando os buracos ficam cheios de água e não é possível visualizar, motivo pelo qual tragoesta solicitação para manutenção daquela via.
627/2018; 05/06/2018; 07/06/2018; Vereador;»»NEURI LUIZ MANTELLI;Aprovada;INDICANDO-LHE:Que; a; Administração Municipal, através da Secretaria responsável, faça manutenção na Rua Astrogildo Sheidt, BairroParque das Palmeiras, com tapa buracos para recuperar o asfalto ao longo de toda a via. Nesta rua, segundo moradores, sãodiversos buracos no asfalto causando dificuldades para circulação, como também risco de acidentes, principalmente aosmotociclistas em dias de chuva quando os buracos ficam cheios de água e não é possível visualizar, motivo pelo qual tragoesta solicitação para manutenção daquela via.
628/2018; 05/06/2018; 07/06/2018; Vereador;»»NEURI LUIZ MANTELLI;Aprovada;INDICANDO-LHE:Que; a; Administração Municipal, através da Secretaria responsável, faça manutenção na Rua Martin Girardi, Bairro Parquedas Palmeiras, com tapa buracos para recuperar o asfalto ao longo de toda a via. Nesta rua, segundo moradores, sãodiversos buracos no asfalto, inclusive deixados pela Casan, causando dificuldades para circulação, como também risco deacidentes, principalmente aos motociclistas em dias de chuva quando os buracos ficam cheios de água e não é possívelvisualizar, motivo pelo qual trago esta solicitação para manutenção daquela via.
629/2018; 05/06/2018; 07/06/2018; Vereador;»»NEURI LUIZ MANTELLI;Aprovada;INDICANDO-LHE:Que; a; Administração Municipal, através da Secretaria responsável, faça manutenção na Rua Mascarenhas de Moraes, naaltura do número 770, Bairro Parque das Palmeiras, com tapa buracos para recuperar o asfalto daquela via.
632/2018; 05/06/2018; 07/06/2018; Vereador;»»NEURI LUIZ MANTELLI;Aprovada;INDICANDO-LHE:Que; a; Administração Municipal, através da Secretaria responsável, faça manutenção na Rua Graciliano Ramos, esquinacom Castro Alves, Bairro Jardim América, com tapa buracos para recuperar o asfalto daquela via.
633/2018; 05/06/2018; 07/06/2018; Vereador;»»NEURI LUIZ MANTELLI;Aprovada;14/01/2020; as; 15:21:33 Página 276/547Câmara Municipal de ChapecóProposição por Período (entre 01/01/2017 e 31/12/2019)Tipo: IndicaçãoNúmero Reunião Deliberação Origem SituaçãoINDICANDO-LHE:Que a Administração Municipal, através do Setor de Iluminação Pública, faça manutenção na Rua Regente Lima e Silva,em frente ao número 435, para concertar lâmpada de iluminação pública que permanece acessa 24 horas aumentando aconta de luz do município.
634/2018; 05/06/2018; 07/06/2018; Vereador;»»NEURI LUIZ MANTELLI;Aprovada;INDICANDO-LHE:Que; a; Administração Municipal, através da Secretaria responsável, faça manutenção em boca de lobo na Rua AntônioMorandini, em frente ao Ginásio da ADC. Neste local há uma boca de lobo sem a grade de proteção gerando risco dequeda para quem circula pelo local, principalmente a noite, como também eventuais acidentes com veículos oumotocicletas, motivo pelo qual trago esta solicitação.
635/2018; 05/06/2018; 07/06/2018; Vereador;»»DIEGO FERNANDO ALVES;Aprovada;INDICANDO-LHE:Que; encaminhe; ao setor competente, para que seja realizado o conserto da via (fechamento de buracos) localizado na RuaServidão Odila Maggione Tormem, em frente a Contra Oeste, bairro Belvedere. Tal demanda é de suma importância, eprecisa ser realizado prontamente, devido ao estrago que está causando aos veículos que estão passando pelo local,atrapalhando o fluxo do trânsito, bem como podendo ocasionar acidentes.Sendo assim, peço apoio aos nobres, para que aprovem esta proposição.
636/2018; 05/06/2018; 07/06/2018; Vereador;»»NEURI LUIZ MANTELLI;Aprovada;INDICANDO-LHE:Que; a; Administração Municipal, através da Secretaria responsável, faça manutenção com patrolamento e cascalhamentonas estradas da Comunidade Linha Pequena, interior do Município. Nesta comunidade, segundo moradores, na data hojenem o ônibus do transporte escolar conseguiu completar seu roteiro devido às más condições da estrada, motivo pelo qualsolicito manutenção com urgência.
637/2018; 05/06/2018; 07/06/2018; Vereador;»»NEURI LUIZ MANTELLI;Aprovada;INDICANDO-LHE:Que; a; Administração Municipal, através da Secretaria responsável, faça manutenção com patrolamento e cascalhamentonas estradas da Linha Caravagio, interior do Município. Nesta comunidade, segundo moradores, as estradas estão bastantedeterioradas com buracos e desníveis, sendo necessário, portanto, manutenção urgente.
638/2018; 05/06/2018; 07/06/2018; Vereador;»»NEURI LUIZ MANTELLI;Aprovada;INDICANDO-LHE:Que; a; Administração Municipal, através da Secretaria responsável, faça manutenção com patrolamento e cascalhamentonas estradas da Linha São Pedro, interior do Município, inclusive nos “braços” e não apenas na geral. Nesta comunidade,segundo moradores, as estradas estão bastante deterioradas com buracos e desníveis, sendo necessário, portanto,manutenção urgente.
639/2018; 05/06/2018; 07/06/2018; Vereador;»»NEURI LUIZ MANTELLI;Aprovada;INDICANDO-LHE:Que; a; Administração Municipal, através da Secretaria responsável, faça manutenção com patrolamento e cascalhamentonas estradas da Linha Tormen, interior do município, inclusive nos “braços” e não apenas na geral. Nesta comunidade,segundo moradores, as estradas estão bastante deterioradas com buracos e desníveis, sendo necessário, portanto,manutenção urgente.
640/2018; 05/06/2018; 07/06/2018; Vereador;»»DIEGO FERNANDO ALVES;Aprovada;14/01/2020; as; 15:21:33 Página 277/547Câmara Municipal de ChapecóProposição por Período (entre 01/01/2017 e 31/12/2019)Tipo: IndicaçãoNúmero Reunião Deliberação Origem SituaçãoINDICANDO-LHE:Que encaminhe ao setor competente, para que seja feito a pintura de faixas de pedestres na Rua Rui Barbosa, em frente aempresa Cosegur, próximo ao número 1566, que esta via tem ligação com diversas esquinas que estão localizadas muitasempresas e isso aumenta o fluxo de carros e pedestres que ali circulam. Esta reivindicação busca aumentar a segurança e obem estar da população. Sendo assim, peço apoio aos nobres, para que aprovem esta proposição.
641/2018; 05/06/2018; 07/06/2018; Vereador;»»ITAMAR ANTONIO AGNOLETTO;Aprovada;INDICANDO-LHE:Que; através; da Secretaria competente, seja realizada a pintura das faixas de pedestre, na Rua Curitiba, a partir da RuaUruguai, sentido Bairro Santa Maria. Neste trajeto transitam muitas crianças e adolescentes que estudam em escolas daredondeza e com o movimento constante de carros fica perigosa a travessia e as faixas estão quase apagadas.
642/2018; 06/06/2018; 08/06/2018; Vereador;»»NEURI LUIZ MANTELLI;Aprovada;INDICANDO-LHE:Que; a; Administração Municipal, através da Secretaria responsável, realize serviço de tapa buracos na Rua Uru, na alturado número 1224, rua esta que é corredor de ônibus. Segundo moradores, com o movimento constante de veículos e ônibusdo transporte coletivo, o asfalto cedeu, sendo necessário recuperação, por isso trago esta indicação.
643/2018; 06/06/2018; 08/06/2018; Vereador;»»NEURI LUIZ MANTELLI;Aprovada;INDICANDO-LHE:Que; a; Administração Municipal, através da Secretaria responsável, realize serviço de tapa buracos na Rua Assis Brasil,Bairro Santa Maria, nas proximidades da empresa Mattes Transportes. Neste local, devido ao movimento constante deveículos, surgiram buracos, sendo necessário manutenção na via.
644/2018; 06/06/2018; 08/06/2018; Vereador;»»DERLI MAIER;Aprovada;INDICANDO-LHE:Que; a; Administração Municipal, através da Secretaria responsável, verifique a possibilidade de instalar redutor develocidade ou lombada física na Rua Irlanda, Bairro Presidente Medice, nas proximidades do centro de saúde da famíliaChico Mendes. Nesta rua, segundo moradores, ha movimento constante de veículos com velocidade considerável, o que,juntamente com a circulação de pedestres, gera o risco de atropelamentos e acidentes, motivo pelo qual trago estasolicitação.
645/2018; 06/06/2018; 07/06/2018; Vereador;»»DERLI LUIZ FERNANDES;Aprovada;INDICANDO-LHE:Que; seja; realizado pela Secretaria de Serviços Urbanos e Infraestrutura, a colocação de uma lixeira na entrada da LinhaTormem, ao lado da empresa de Transportes Marvel. Este é um pedido dos moradores e empresários locais que encontramdificuldade na destinação do lixo produzido, pois no local o lixo está sendo depositado na esquina, onde se encontradiversos resíduos espalhados para todos os lados. Sendo assim, contribui com a poluição do meio ambiente, a empresa queexecuta esse serviço em Chapecó também encontra dificuldade em realizar a coleta de lixo.Solicito o apoio dos Nobres Vereadores para aprovação da presente indicação.
14/01/2020 as 15:21:33 Página 278/547Câmara Municipal de ChapecóProposição por Período (entre 01/01/2017 e 31/12/2019)Tipo: IndicaçãoNúmero Reunião Deliberação Origem Situação646/2018; 07/06/2018; 08/06/2018; Vereador;»»DELVINO DALL ROSA;Aprovada;INDICANDO-LHE:Que; seja; realizado a limpeza das bocas de lobo nos bairros Bela Vista, Cristo Rei e Alvorada. Em função de algumasgalerias estarem entupidas, e em dias de chuva a água escorre na rua devido ao entupimento das mesmas.
